OCHA_VNAME,VDC_CODE,VDC_NAME
Ratauli,524 2 04 18 5 029,Ratauli
Sahasaula,524 2 04 18 5 051,Sahasaula
Sahorawa,524 2 04 18 5 030,Sahodawa
Sandha,524 2 04 18 5 058,Sandha
Sarpallo,524 2 04 18 5 053,Sarpallo
Shamsi,524 2 04 18 5 046,Shamsi
Shreepur,524 2 04 18 5 076,Shripur
Simardahi,524 2 04 18 5 018,Simardahi
Singyahi,524 2 04 18 5 009,Singyahi
Sisawakataiya,524 2 04 18 5 055,Sisawakataiya
Sonama,524 2 04 18 5 072,Sonama
Sonamai,524 2 04 18 5 032,Sonamai
Sonaul,524 2 04 18 5 062,Sonaul
SugaVawani,524 2 04 18 5 021,Sugabhawanipatti
Sundarpur,524 2 04 18 5 075,Sundarpur
Achalgadh,524 2 04 19 5 079,Achalgadh
Arnaha,524 2 04 19 5 078,Arnaha
Atrouli,524 2 04 19 5 033,Atrauli
Aurahi,524 2 04 19 5 042,Aurahi
Babarganj,524 2 04 19 5 020,Babarganj
Bagdaha,524 2 04 19 5 053,Bagdaha
Bahadurpur,524 2 04 19 5 065,Bahadurpur
Balara,524 2 04 19 5 081,Balara
BaraUdhoran,524 2 04 19 5 052,Baraudhoran
Barahathawa,524 2 04 19 5 074,Barhathawa
Basantapur,524 2 04 19 5 001,Basantapur
Batraul,524 2 04 19 5 054,Batraul
Bela,524 2 04 19 5 021,Bela
Belhi,524 2 04 19 5 068,Belhi
BelwaJabdi,524 2 04 19 5 055,Belwajabdi
Bhagawatipur,524 2 04 19 5 056,Bhagawatipur
Bhaktipur,524 2 04 19 5 002,Bhaktipur
Bhadsar,524 2 04 19 5 034,Bhandsar
Bhawanipur,524 2 04 19 5 088,Bhawanipur
Belahi (Mailhi),524 2 04 19 5 018,Bhelhi
Brahmapuri,524 2 04 19 5 022,Bramhapuri
ChandraNagar,524 2 04 19 5 029,Chandranagar
Chhataul,524 2 04 19 5 089,Chhataul
Chhatona,524 2 04 19 5 082,Chhatauna
Dhangada,524 2 04 19 5 069,Dhangadha
DhanakaulPurba,524 2 04 19 5 003,Dhankaul
DhanakaulPachhiyati,524 2 04 19 5 090,Dhankaul 
Dhungrekhola,524 2 04 19 5 075,Dhungrekhola
Dumariya,524 2 04 19 5 066,Dumariya
Gadahiyabairi,524 2 04 19 5 083,Gadahiya
Gamhariya,524 2 04 19 5 036,Gamhariya
Godeta,524 2 04 19 5 057,Gaudeta
Gourishankar,524 2 04 19 5 004,Gaurishankar
Dhurkauli,524 2 04 19 5 027,Ghurkauli
Hajariya,524 2 04 19 5 091,Hajariya
Hariyon,524 2 04 19 5 026,Hariban
Haripur,524 2 04 19 5 030,Haripur
Haripurwa,524 2 04 19 5 005,Haripurwa
Harakthawa,524 2 04 19 5 092,Harkathawa
Hathiyol,524 2 04 19 5 084,Hathiaul
Hempur,524 2 04 19 5 047,Hempur
Ishworpur,524 2 04 19 5 012,Ishwarpur
Jabdi,524 2 04 19 5 015,Jabdi
Jamuniya,524 2 04 19 5 048,Jamuniya
JanakiNagar,524 2 04 19 5 051,Janakinagar
Jingadawa,524 2 04 19 5 006,Jingadawa
Kabilasi,524 2 04 19 5 043,Kabilasi
Kalinjor,524 2 04 19 5 017,Kalinjor
Karmaiya,524 2 04 19 5 099,Karmaiya
Khirwa,524 2 04 19 5 085,Khairawa Muglaha
Khoriya,524 2 04 19 5 044,Khoriya
Khutauna,524 2 04 19 5 037,Khutauna
Kisanpur,524 2 04 19 5 023,Kisanpur
Kodena,524 2 04 19 5 038,Koudena
LaxmipurKodraha,524 2 04 19 5 058,Lakshmipur Kodraha
Lalbandi,524 2 04 19 5 011,Lalbandi
Laukath,524 2 04 19 5 070,Laukat
LaxmipurSu.,524 2 04 19 5 024,Laxmipur (Pra.Ma.)
Madhubangoth,524 2 04 19 5 059,Madhuban
Madhubani,524 2 04 19 5 067,Madhubani
Mahinathpur,524 2 04 19 5 094,Mahinathpur
Malangawa N.P.,524 2 04 19 3 001,Malangawa Municipality
Manpur,524 2 04 19 5 095,Manpur
Mirjapur,524 2 04 19 5 086,Mirjapur
Mohanpur,524 2 04 19 5 025,Mohanpur
Motipur,524 2 04 19 5 039,Motipur
Murtiya,524 2 04 19 5 076,Murtiya
Musauli,524 2 04 19 5 035,Musaili
NarayanKhola,524 2 04 19 5 013,Narayankhola
Narayanpur,524 2 04 19 5 007,Narayanpur
Noukailawa,524 2 04 19 5 028,Naukailawa
Netraganj,524 2 04 19 5 031,Netraganj
Pidariya,524 2 04 19 5 071,Padariya
Parsa,524 2 04 19 5 008,Parsa
Parwanipur,524 2 04 19 5 010,Parwanipur
Pattharkot,524 2 04 19 5 016,Pattharkot
Farahadawa,524 2 04 19 5 045,Pharahadawa
Fulparasi,524 2 04 19 5 060,Phulparasi
Pidari,524 2 04 19 5 049,Pidari
Pipariya,524 2 04 19 5 050,Pipariya
Rajghat,524 2 04 19 5 080,Rajghat
Ramban,524 2 04 19 5 063,Ramban
RamnagarBahaur,524 2 04 19 5 096,Ramnagar Bahuarwa
Raniganj,524 2 04 19 5 014,Raniganj
Rohuwa,524 2 04 19 5 064,Rohuwa
Sohadawa,524 2 04 19 5 072,Sahodawa
Salempur,524 2 04 19 5 046,Salempur
Sangrampur,524 2 04 19 5 009,Sangrampur
Sasapur,524 2 04 19 5 032,Sasapur
Sakraul,524 2 04 19 5 040,Satroul
Sisout,524 2 04 19 5 097,Sesauta
Sankarpur,524 2 04 19 5 077,Shankarpur
Shreepur,524 2 04 19 5 073,Shripur
Simara,524 2 04 19 5 041,Simara
Sikhauna,524 2 04 19 5 093,Sisauna
Sisotiya,524 2 04 19 5 061,Sisautiya
Sudama,524 2 04 19 5 087,Sudama
Sundarpur,524 2 04 19 5 062,Sundarpur
SundarpurChuldawa,524 2 04 19 5 098,Sundarpur Choharwa
TribhuwanNagar,524 2 04 19 5 019,Tribhuvannagar
Amale,524 2 04 20 5 045,Amale
Arunthakur,524 2 04 20 5 007,Arunthakur
Bahuntilpung,524 2 04 20 5 012,Bahuntilpung
Balajor,524 2 04 20 5 028,Balajor
Baseshwor,524 2 04 20 5 023,Baseshwar
Bastipur,524 2 04 20 5 046,Bastipur
Belghari,524 2 04 20 5 029,Beldhari
Bhadrakali,524 2 04 20 5 034,Bhadrakali
Bhimeshwor,524 2 04 20 5 036,Bhimeshwar
Bhimsthan,524 2 04 20 5 030,Bhimsthan
BhuwaneshoriGwaltar,524 2 04 20 5 024,Bhuvaneshwari Gwaltar
BitijorBagaiya,524 2 04 20 5 022,Bitijor Bagaincha
Dadiguranshe,524 2 04 20 5 037,Dandiguranse
Dudhouli,524 2 04 20 5 008,Dudhauli
Dudbhanjyang,524 2 04 20 5 025,Dudhbhanjyang
HariharpurGadhi,524 2 04 20 5 039,Hariharpurgadhi
Harsahi,524 2 04 20 5 013,Harsahi
Hatpate,524 2 04 20 5 031,Hatpate
Jalkanya,524 2 04 20 5 035,Jalkanyachapauli
Jarayotar,524 2 04 20 5 032,Jarayotar
JhangajholiRalmata,524 2 04 20 5 044,Jhangajholi Ratmata
Jinakhu,524 2 04 20 5 014,Jinakhu
KakurThakur,524 2 04 20 5 009,Kakur Thakur
Kalpabrishykha,524 2 04 20 5 041,Kalpabrikshya
Kamalamai N.P.,524 2 04 20 3 001,Kamalami Municipality
Kapilakot,524 2 04 20 5 040,Kapilakot
KhangSang,524 2 04 20 5 001,Khangsang
Kholagaun,524 2 04 20 5 002,Kholagaun
KusesworDumja,524 2 04 20 5 050,Kusheshwar Dumja
Kyaneshwor,524 2 04 20 5 021,Kyaneshwar
Lampantar,524 2 04 20 5 015,Lampantar
Mahadevdada,524 2 04 20 5 003,Mahadevdanda
Mahadevsthan,524 2 04 20 5 038,Mahadevsthan
Ladabhir(Mahendra),524 2 04 20 5 010,Mahendra Ladabhir
Mahendrajhayadi,524 2 04 20 5 042,Mahendrajhyadi
Majhuwa,524 2 04 20 5 051,Majhuwa
Netrakali,524 2 04 20 5 047,Netrakali
Nipane,524 2 04 20 5 033,Nipane
Pipalmadi,524 2 04 20 5 043,Pipalmadi
PuranoJhangajholi,524 2 04 20 5 052,Puranojhangajholi
Ranibas,524 2 04 20 5 019,Ranibas
Ranichuri,524 2 04 20 5 020,Ranichuri
Ratanchura,524 2 04 20 5 026,Ratanchur
Ratnawati,524 2 04 20 5 004,Ratnawati
Santeswori(Rampur),524 2 04 20 5 048,Shanteshwari Rampur
Sirthouli,524 2 04 20 5 016,Sirthauli
Sitalpati,524 2 04 20 5 053,Sitalpati
SunamPokhari,524 2 04 20 5 006,Sumnampokhari
Solpathana,524 2 04 20 5 005,Swalpathana
Tamajor,524 2 04 20 5 049,Tamajor
Tandi,524 2 04 20 5 011,Tandi
Tinkanya,524 2 04 20 5 027,Tinkanya
Tosramkhola,524 2 04 20 5 018,Tosarangkhola
TribhuvanAmbote,524 2 04 20 5 017,Tribhuvan Ambote
BamtiBhandar,524 2 04 21 5 018,Bamti
Betali,524 2 04 21 5 024,Betali
Bethan,524 2 04 21 5 032,Bethan
Maluwajor,524 2 04 21 5 031,Bhaluwajor
Bhatauli,524 2 04 21 5 045,Bhatauli
Bhirpani,524 2 04 21 5 043,Bhirpani
Bhujee,524 2 04 21 5 011,Bhuji
Bijulikot,524 2 04 21 5 012,Bijulikot
Chanakhu,524 2 04 21 5 046,Chanakhu
Chisapani,524 2 04 21 5 047,Chisapani
Chuchure,524 2 04 21 5 019,Chuchure
Dadhuwa,524 2 04 21 5 050,Dadhuwa
Deurali,524 2 04 21 5 006,Deurali
Dimipokhari,524 2 04 21 5 033,Dimipokhari
Doramba,524 2 04 21 5 051,Doramba
Duragau,524 2 04 21 5 013,Duragaun
Bhadaure,524 2 04 21 5 044,Gagal Bhadaure
Gelu,524 2 04 21 5 052,Gelu
Goswara,524 2 04 21 5 053,Goshwara
Gothgau,524 2 04 21 5 014,Gothgaun
Gumdel,524 2 04 21 5 020,Gumdel
GunsiBhadaure,524 2 04 21 5 034,Gunsi
Guptesor,524 2 04 21 5 015,Gupteshwar
Hiledevi,524 2 04 21 5 035,Hiledevi
Himganga,524 2 04 21 5 007,Himganga
Kathjor,524 2 04 21 5 002,Kathjor
Khadadevi,524 2 04 21 5 038,Khandadevi
Khaniyapani,524 2 04 21 5 036,Khaniyapani
Khimti,524 2 04 21 5 025,Khimti
Kubukasthali,524 2 04 21 5 021,Kunbhukasthali
Lakhanpur,524 2 04 21 5 037,Lakhanpur
Majuwa,524 2 04 21 5 040,Majhuwa
Makadum,524 2 04 21 5 039,Makadhum
Manthali,524 2 04 21 5 030,Manthali
NagaDaha,524 2 04 21 5 026,Nagdaha
Namadi,524 2 04 21 5 027,Namadi
Okhreni,524 2 04 21 5 005,Okhreni
Pakarbas,524 2 04 21 5 041,Pakarbas
Phulasi,524 2 04 21 5 054,Phulasi
Pinkhuri,524 2 04 21 5 048,Pingkhuri
Pritee,524 2 04 21 5 016,Priti
Puranagau,524 2 04 21 5 049,Puranagaun
Rakathum,524 2 04 21 5 042,Rakathum
Ramechhap,524 2 04 21 5 001,Ramechhap
Rampur,524 2 04 21 5 008,Rampur
Rasanalu,524 2 04 21 5 022,Rasanalu
Saipu,524 2 04 21 5 017,Saipu
Salupati,524 2 04 21 5 003,Salu
Sanghutar,524 2 04 21 5 009,Sandhutar
Sukajor,524 2 04 21 5 010,Sukajor
Sunarpani,524 2 04 21 5 004,Sunarpani
Farpu,524 2 04 21 5 028,Tharpu
Tokarpur,524 2 04 21 5 055,Thokarpur
Those,524 2 04 21 5 023,Those
Tilpung,524 2 04 21 5 029,Tilpung
Alampu,524 2 04 22 5 029,Alambu
Babare,524 2 04 22 5 034,Babare
Bhedapu,524 2 04 22 5 024,Bhedpu
Bhimeswor N.P.,524 2 04 22 3 001,Bhimeswor Municipality
Bhirkot,524 2 04 22 5 001,Bhirkot
Bhusaphedi,524 2 04 22 5 047,Bhusaphedi
Bigu,524 2 04 22 5 039,Bigu
Bocha,524 2 04 22 5 028,Boch
Bulung,524 2 04 22 5 051,Bulung
Chankhu,524 2 04 22 5 008,Changkhu
Chhetrapa,524 2 04 22 5 031,Chhetrapa
Chilankha,524 2 04 22 5 040,Chilangkha
Chyama,524 2 04 22 5 014,Chyama
Dandakharka,524 2 04 22 5 025,Dandakharka
Dudhpokhari,524 2 04 22 5 044,Dodhapokhari
Gairimudi,524 2 04 22 5 002,Gairimudi
GauriSankar,524 2 04 22 5 021,Gaurishankar
GhangSukathokar,524 2 04 22 5 026,Ghyangsukathokar
Hawa,524 2 04 22 5 015,Hawa
Japhe,524 2 04 22 5 016,Japhe
Jhule,524 2 04 22 5 017,Jhule
Jhyaku,524 2 04 22 5 009,Jhyanku
Jiri,524 2 04 22 5 003,Jiri
Jugu,524 2 04 22 5 010,Jungu
Kabhre,524 2 04 22 5 011,Kabre
Kalingchok,524 2 04 22 5 041,Kalinchok
Katakuti,524 2 04 22 5 045,Katakuti
Khare,524 2 04 22 5 022,Khare
Khopachagu,524 2 04 22 5 042,Khopachagu
Laduk,524 2 04 22 5 043,Laduk
LakuriDada,524 2 04 22 5 030,Lakuridanda
Lamabagar,524 2 04 22 5 027,Lamabagar
Lamidada,524 2 04 22 5 035,Lamidanda
Lapilang,524 2 04 22 5 036,Lapilang
Magapauwa,524 2 04 22 5 046,Magapauwa
Mali,524 2 04 22 5 032,Mali
Malu,524 2 04 22 5 013,Malu
Marbu,524 2 04 22 5 023,Marbu
Melung,524 2 04 22 5 019,Melung
Mirge,524 2 04 22 5 004,Mirge
Namdu,524 2 04 22 5 005,Namdru
Pawati,524 2 04 22 5 020,Pawati
Fasku,524 2 04 22 5 048,Phasku
Sailungeswor,524 2 04 22 5 050,Sailungeshwar
Sahare,524 2 04 22 5 018,Shahare
Sundrawati,524 2 04 22 5 037,Sundrawati
Sunakhani,524 2 04 22 5 038,Sunkhani
Suri,524 2 04 22 5 012,Suri
SusmaChhemawati,524 2 04 22 5 033,Suspa Kshyamawati
Syama,524 2 04 22 5 006,Syama
Thulopatal,524 2 04 22 5 007,Thulo Pataal
Orang,524 2 04 22 5 049,Worang
Atarpur,524 2 05 23 5 022,Attarpur
Badegau,524 2 05 23 5 044,Bandegaun
Bansbari,524 2 05 23 5 066,Bansbari
Banskharka,524 2 05 23 5 054,Banskharka
Baramchi,524 2 05 23 5 053,Baramchae
Barhabise,524 2 05 23 5 002,Barhabise
Baruwa,524 2 05 23 5 070,Baruwa
Batase,524 2 05 23 5 033,Batase
Bhimtar,524 2 05 23 5 045,Bhimtar
Motang,524 2 05 23 5 069,Bhotang
Bhotechaur,524 2 05 23 5 063,Bhotechaur
BhoteNamlang,524 2 05 23 5 077,Bhotenamlang
Bhotasipa,524 2 05 23 5 043,Bhotsipa
Choutara,524 2 05 23 5 035,Chautara
Choukati,524 2 05 23 5 016,Chokati
Dhumthang,524 2 05 23 5 008,Dhuyang
Dubachour,524 2 05 23 5 055,Dubachaur
Gati,524 2 05 23 5 003,Gati
Ghorthali,524 2 05 23 5 017,Ghorthali
Gunsakot,524 2 05 23 5 067,Ghunsakot
ThampalChhap,524 2 05 23 5 064,Ghuyang (Thanpalchap)
Gloche,524 2 05 23 5 031,Golche
Gumba,524 2 05 23 5 057,Gumba
Ghuskun,524 2 05 23 5 015,Gunsakun
Hagam,524 2 05 23 5 051,Hagam
Haibung,524 2 05 23 5 079,Haibung
Helumbu,524 2 05 23 5 065,Helambu
Ichok,524 2 05 23 5 058,Ichok
Irkhu,524 2 05 23 5 038,Irkhu
Jalbire,524 2 05 23 5 050,Jalbire
Jethal,524 2 05 23 5 011,Jethal
Jyamire,524 2 05 23 5 075,Jyamire
Kadambas,524 2 05 23 5 040,Kadambas
Kalika,524 2 05 23 5 019,Kalika
Karthali,524 2 05 23 5 001,Karthali
Kiwool,524 2 05 23 5 073,Kiul
Kubhinde,524 2 05 23 5 037,Kubhinde
Kunchok,524 2 05 23 5 046,Kunchok
Langarche,524 2 05 23 5 076,Lagarche
Lisankhu,524 2 05 23 5 020,Lisangkhu
Listikot,524 2 05 23 5 007,Listokot
Mahankal,524 2 05 23 5 059,Mahangkal
Maneswor,524 2 05 23 5 009,Maneswar
Mankha,524 2 05 23 5 029,Mangkha
Marming,524 2 05 23 5 004,Marming
Melamchi,524 2 05 23 5 061,Melamchi
Nawalpur,524 2 05 23 5 048,Nawalpur
Palchok,524 2 05 23 5 056,Palchok
Pagretar,524 2 05 23 5 027,Pangretar
Pangtang,524 2 05 23 5 072,Pangtang
Petaku,524 2 05 23 5 010,Pedku
Fatakshila,524 2 05 23 5 078,Phataksila
Fulpingdandagau,524 2 05 23 5 030,Phulchodanda
Fulpingkatti,524 2 05 23 5 005,Phulpingkatti
Fulpingkot,524 2 05 23 5 049,Phulpingkot
Pipaldanda,524 2 05 23 5 036,Pipaldanda
Piskar,524 2 05 23 5 014,Piskar
Ramche,524 2 05 23 5 028,Ramche
Sangachok,524 2 05 23 5 042,Sangachok
Sanusiruwari,524 2 05 23 5 039,Sanusirubari
Selang,524 2 05 23 5 032,Selang
Sikharpur,524 2 05 23 5 074,Shikharpur
Sindhukot,524 2 05 23 5 062,Sindhukot
SipalKavre,524 2 05 23 5 047,Sinpal Kavre
SipaPokhare,524 2 05 23 5 052,Sipapokharae
Sunkhani,524 2 05 23 5 023,Sunkhani
SyauleBazar,524 2 05 23 5 034,Syaule
Talramarang,524 2 05 23 5 060,Talamarang
Tatopani,524 2 05 23 5 006,Tatopani
Tauthali,524 2 05 23 5 013,Tauthali
Tekanpur,524 2 05 23 5 012,Tekanpur
Thakani,524 2 05 23 5 071,Thakani
Thanpalkot,524 2 05 23 5 068,Thapalkot
Thokarpa,524 2 05 23 5 018,Thokarpa
ThuloDhading,524 2 05 23 5 021,Thulo Dhading
ThuloPakhar,524 2 05 23 5 025,Thulo Pakhar
ThuloSirubari,524 2 05 23 5 041,Thulo Sirubari
ThumPakhar,524 2 05 23 5 026,Thumpakhar
Yamunadanda,524 2 05 23 5 024,Yamuna Danda
Anaikot,524 2 05 24 5 067,Anekot
Baldthali,524 2 05 24 5 051,Balthali
BaluwapatiDeupur,524 2 05 24 5 059,Baluwa Pati Naldhun
DeuvumiBaluwa,524 2 05 24 5 077,Baluwadeubhumi
Banepa N.P.,524 2 05 24 3 003,Banepa Municipality
BekhsimleDhartigaun,524 2 05 24 5 086,Bekhsimle Ghartigaon
Bhimkhori,524 2 05 24 5 025,Bhimkhori
MahankalChaur,524 2 05 24 5 032,Bhugdeu Mahankalchaur
Bhumlutar,524 2 05 24 5 075,Bhumlutar
Birtadeurali,524 2 05 24 5 003,Birtadeurali
BoldeFediche,524 2 05 24 5 011,Boldephadiche
Budhakhani,524 2 05 24 5 027,Budhakhani
ChalalGaneshsthan,524 2 05 24 5 047,Chalalganeshsthan
ChandeniMandan,524 2 05 24 5 068,Chandeni Mandan
Choubas,524 2 05 24 5 076,Chaubas
PokhariChauri,524 2 05 24 5 042,Chauri Pokhari
Chyamrangbesi,524 2 05 24 5 052,Chyamrangbesi
ChyasingKharka,524 2 05 24 5 053,Chyasingkharka
Dandagaun,524 2 05 24 5 046,Dandagaun
DapchaChatraibhanjha,524 2 05 24 5 035,Dapcha Chatraebangha
Khanalthok,524 2 05 24 5 036,Dapcha Khanalthok
DaraunePokhari,524 2 05 24 5 037,Daraunepokhari
Devitar,524 2 05 24 5 069,Devitar
Dhulikhel N.P.,524 2 05 24 3 001,Dhulikhel Municipality
Dhunkharka,524 2 05 24 5 054,Dhungkharka Bahrabisae
Dolalghat,524 2 05 24 5 078,Dolalghat
GairiBisounaDeupur,524 2 05 24 5 060,Gairi Bisauna Deupur
Ghartichhap,524 2 05 24 5 028,Ghartichhap
DhuseniSiwalaya,524 2 05 24 5 004,Ghusenisiwalaye
Gokule,524 2 05 24 5 029,Gokule
Gothpani,524 2 05 24 5 005,Gotpani
HokseBazar,524 2 05 24 5 079,Hoksebazar
JaisithokMandan,524 2 05 24 5 070,Jaisithok Mandan
JyamdiMandan,524 2 05 24 5 071,Jyamdi Mandan
KavreNityaChandeswor,524 2 05 24 5 038,Kabhrenitya Chandeshwari
KanpurKalapani,524 2 05 24 5 013,Kanpur Kalapani
KalatiBhumidanda,524 2 05 24 5 063,Kapali Bhumaedanda
KartikeDeurali,524 2 05 24 5 006,Kattike Deurali
KatunjeBesi,524 2 05 24 5 014,Katunjebesi
KhaharePangu,524 2 05 24 5 030,Khaharepangu
Kharelthok,524 2 05 24 5 081,Kharelthok
Kharpachok,524 2 05 24 5 022,Kharpachok
KolatiBhumlu,524 2 05 24 5 074,Kolanti
Koshidekha,524 2 05 24 5 080,Koshidekha
KuruwasChapakhori,524 2 05 24 5 012,Kuruwas Chapakhori
Kushadevi,524 2 05 24 5 062,Kushadevi
MadanKundari,524 2 05 24 5 007,Madankundari
MahadevsthanMandan,524 2 05 24 5 072,Mahadevsthan Mandan
Mahadevtar,524 2 05 24 5 031,Mahadevtar
MahendraJyoti,524 2 05 24 5 065,Mahendrajyoti Bansdol
MajhiFeda,524 2 05 24 5 008,Majhipheda
Mangaltar,524 2 05 24 5 023,Mangaltar
MathurapatiFulbari,524 2 05 24 5 039,Mathurapati Phulbari
Machchhegaun,524 2 05 24 5 015,Mechchhe
Methinkot,524 2 05 24 5 016,Methinkot
Milche,524 2 05 24 5 045,Milche
NagreGagarche,524 2 05 24 5 009,Nangregagarche
NasikasthanSanga,524 2 05 24 5 056,Nasikasthan Sanga
NayagaunDeupur,524 2 05 24 5 061,Naya Gaun Deupur
Panauti N.P.,524 2 05 24 3 002,Panauti Municipality
Panchkhal,524 2 05 24 5 073,Panchkhal
Patalekhet,524 2 05 24 5 040,Patlekhet
Falemetar,524 2 05 24 5 048,Phalametar
FalateBhumlu,524 2 05 24 5 082,Phalete
Foksingtar,524 2 05 24 5 002,Phoksingtar
PokhariNarayansthan,524 2 05 24 5 017,Pokhari Narayansthan
PuranogaunDapcha,524 2 05 24 5 041,Purana Gaun Pokhari
RaviOpi,524 2 05 24 5 066,Rabiopi
RyaleBhir,524 2 05 24 5 064,Ryale Bihawar
Saldhara,524 2 05 24 5 049,Saldhara
SalleBhumlu,524 2 05 24 5 083,Salle Blullu
Salmechakala(Taldhunga),524 2 05 24 5 050,Salme Taldhunga
SankhupatiChour,524 2 05 24 5 018,Sangkhupatichaur
Sanowangthali,524 2 05 24 5 010,Sanuwangthali
Saping,524 2 05 24 5 084,Saping
Saramthali,524 2 05 24 5 019,Sarmathali
Sarasyunkhark,524 2 05 24 5 001,Sarsyunkharka
SathigharBhagawati,524 2 05 24 5 085,Sathigharbhagawati
SaradaBatase,524 2 05 24 5 043,Sharada (Batase)
SikharAmbote,524 2 05 24 5 033,Shikhar Ambote
Simthali,524 2 05 24 5 087,Simthali
SipaliChilaune,524 2 05 24 5 024,Sipali Chilaune
Sisakhani,524 2 05 24 5 034,Sisakhani
SimalchourSyampati,524 2 05 24 5 044,Syampati Simalchaur
ThuloParsel,524 2 05 24 5 020,Thulo Parsel
TukuchaNala,524 2 05 24 5 057,Tukuchanala
Nala(Ugrachandi),524 2 05 24 5 055,Ugrachandinala
UgrataraJanagal,524 2 05 24 5 058,Ugratara Janagal
Balting,524 2 05 24 5 021,Walting
BanakhuChor,524 2 05 24 5 026,Wanakhu
Ashrang,524 2 05 25 5 014,Asrang
Badikhel,524 2 05 25 5 023,Badikhel
Bhardev,524 2 05 25 5 008,Bhardeu
Bhattedanda,524 2 05 25 5 001,Bhattedanda
Bisankhunarayan,524 2 05 25 5 027,Bisangkhunarayan
Bukhel,524 2 05 25 5 009,Bukhel
Bungamati,524 2 05 25 5 038,Bungmati
Chandanpur,524 2 05 25 5 015,Chandanpur
Chapagaun,524 2 05 25 5 022,Chapagaun
Choughare,524 2 05 25 5 010,Chaughare
Chhampi,524 2 05 25 5 021,Chhampi
Dalchoki,524 2 05 25 5 002,Dahachok
Devichour,524 2 05 25 5 041,Devichaur
Dhapakhel,524 2 05 25 5 040,Dhapakhel
Dukuchhap,524 2 05 25 5 020,Dukuchhap
Dhusel,524 2 05 25 5 003,Ghusel
Gimdi,524 2 05 25 5 016,Gimdi
Godamchaur,524 2 05 25 5 026,Godamchaur
Godawari,524 2 05 25 5 025,Godawari
Gotikhel,524 2 05 25 5 017,Gotikhel
Harisiddhi,524 2 05 25 5 037,Harisiddhi
Ikudol,524 2 05 25 5 011,Ikudol
Imadol,524 2 05 25 5 032,Imadol
Jharuwarasi,524 2 05 25 5 024,Jharuwarasi
Kaleswor,524 2 05 25 5 018,Kaleshwar
Khokana,524 2 05 25 5 034,Khokana
Lalitpur U.M.N.P.,524 2 05 25 2 001,Lalitpur Sub Metropolitan
Lamatar,524 2 05 25 5 028,Lamatar
Lele,524 2 05 25 5 004,Lele
Lubhu,524 2 05 25 5 029,Lubhu
Malta,524 2 05 25 5 005,Malta
Manikhel,524 2 05 25 5 012,Manikhel
Nallu,524 2 05 25 5 006,Nallu
Pyutar,524 2 05 25 5 007,Pyutar
Sainbu,524 2 05 25 5 033,Sairbu 
Sankhu,524 2 05 25 5 013,Sangkhu
Siddhipur,524 2 05 25 5 031,Siddhipur
Sunakothi,524 2 05 25 5 035,Sunakothi
Thaiba,524 2 05 25 5 036,Thaiba
Thecho,524 2 05 25 5 039,Thecho
Thuladurlung,524 2 05 25 5 019,Thuladurlung
Tikathali,524 2 05 25 5 030,Tikathali
Bageswori,524 2 05 26 5 003,Bageshwari
Balkot,524 2 05 26 5 009,Balkot
Bhaktapur N.P.,524 2 05 26 3 001,Bhaktapur Municipality
Changunarayan,524 2 05 26 5 006,Changunarayan
Chhaling,524 2 05 26 5 005,Chhaling
Chitapol,524 2 05 26 5 016,Chitapol
Dadhikot,524 2 05 26 5 011,Dadhikot
Duwakot,524 2 05 26 5 007,Duwakot
Gundu,524 2 05 26 5 013,Gundu
Jhaukhel,524 2 05 26 5 008,Jhaukhel
Kautunje,524 2 05 26 5 012,Katunje
Madhyapur Thimi N.P.,524 2 05 26 3 002,Madhyapur Thimi Municipality
Nagarkot,524 2 05 26 5 004,Nagarkot
Nankhel,524 2 05 26 5 014,Nangkhel
Sipadol,524 2 05 26 5 015,Sipadol
Sirutar,524 2 05 26 5 010,Sirutar
Sudal,524 2 05 26 5 002,Sudal
Tathali,524 2 05 26 5 001,Tathali
Aalapot,524 2 05 27 5 011,Alapot
BaadBhanjyang,524 2 05 27 5 042,Badbhanjyang
Balambu,524 2 05 27 5 045,Balambu
Baluwa,524 2 05 27 5 022,Baluwa
Bhadrabas,524 2 05 27 5 007,Bhadrabas
Bhimdhunga,524 2 05 27 5 037,Bhimdhunga
Budanilkantha,524 2 05 27 5 019,Budhanilkantha
Chalnakhel,524 2 05 27 5 050,Chalnakhel
ChapaliBhadrakali,524 2 05 27 5 018,Chapali Bhadrakali
Chhaimale,524 2 05 27 5 055,Chhaimale
Chunikhel,524 2 05 27 5 016,Chunikhel
ChouketarDahachok,524 2 05 27 5 040,Dahachok
Daxinkali,524 2 05 27 5 054,Dakshinkali
Dhapasi,524 2 05 27 5 027,Dhapasi
Dharmasthali,524 2 05 27 5 034,Dharmasthali
Gagalphedi,524 2 05 27 5 013,Gagal Phedi
Gokarneswor,524 2 05 27 5 023,Gokarneshwar
Goldhunga,524 2 05 27 5 035,Goldhunga
Gonggabu,524 2 05 27 5 028,Gongabu
Gothatar,524 2 05 27 5 010,Gothatar
IchangNarayan,524 2 05 27 5 036,Ichangunarayan
Indrayani,524 2 05 27 5 006,Indrayani
JhorMahankal,524 2 05 27 5 024,Jhormahangkal
Jitpurphedi,524 2 05 27 5 032,Jitpur Phedi
Jorpati,524 2 05 27 5 012,Jorpati
Kabhresthali,524 2 05 27 5 029,Kabhresthali
Kapan,524 2 05 27 5 017,Kapan
