p_code,hlcit,vdc
C-NAR-32-058,524 2 06 32 5 080,Malahi
C-NAR-32-059,524 2 06 32 5 053,Maryadpur
C-NAR-32-060,524 2 06 32 5 064,Bhasedawa
C-NAR-32-061,524 2 06 32 5 028,Mathiya
C-NAR-32-062,524 2 06 32 5 013,Matsari
C-NAR-32-063,524 2 06 32 5 017,Mithuawa
C-NAR-32-064,524 2 06 32 5 004,Mudbalawa
C-NAR-32-065,524 2 06 32 5 038,Narkatiya
C-NAR-32-066,524 2 06 32 5 010,Pacharukhi
C-NAR-32-067,524 2 06 32 5 052,Pataura
C-NAR-32-068,524 2 06 32 5 045,Patharabudharam
C-NAR-32-069,524 2 06 32 5 096,Paurai
C-NAR-32-070,524 2 06 32 5 072,Pipara Pokhariya
C-NAR-32-071,524 2 06 32 5 074,Pipariya (Do)
C-NAR-32-072,524 2 06 32 5 043,Pipariya (Pa)
C-NAR-32-073,524 2 06 32 5 033,Pipra Bhagwanpur
C-NAR-32-074,524 2 06 32 5 024,Pipra Rajwada
C-NAR-32-075,524 2 06 32 5 070,Pothiyahi
C-NAR-32-076,524 2 06 32 5 061,Pratappur Paltuwa
C-NAR-32-077,524 2 06 32 5 068,Prempur Gonahi
C-NAR-32-078,524 2 06 32 5 087,Raghunathpur
C-NAR-32-079,524 2 06 32 5 003,Rajdevi
C-NAR-32-080,524 2 06 32 5 036,Rajpur Pharhadawa
C-NAR-32-081,524 2 06 32 5 011,Rajpur Tulsi
C-NAR-32-082,524 2 06 32 5 091,Ramauli Bairiya
C-NAR-32-083,524 2 06 32 5 037,Rangapur Khap
C-NAR-32-084,524 2 06 32 5 060,Rangapur
C-NAR-32-085,524 2 06 32 5 018,Sakhuawa
C-NAR-32-086,524 2 06 32 5 088,Sakhuawa Dhamaura
C-NAR-32-087,524 2 06 32 5 084,Samanpur
C-NAR-32-088,524 2 06 32 5 083,Sangrampur
C-NAR-32-089,524 2 06 32 5 056,Santapanra (Do)
C-NAR-32-090,524 2 06 32 5 093,Santapur (Ma)
C-NAR-32-091,524 2 06 32 5 044,Sarmujawa
C-NAR-32-092,524 2 06 32 5 009,Saruatha
C-NAR-32-093,524 2 06 32 5 051,Sonarmiya
C-NAR-32-094,524 2 06 32 5 054,Shitalpar Bairgania
C-NAR-32-095,524 2 06 32 5 073,Simarabhawanipur
C-NAR-32-096,524 2 06 32 5 042,Tejapakad
C-NAR-32-097,524 2 06 32 5 055,Tengraha
C-NAR-33-001,524 2 06 33 5 042,Amarpatti
C-NAR-33-002,524 2 06 33 5 069,Piparpati Ek
C-NAR-33-003,524 2 06 33 5 018,Amritganj
C-NAR-33-004,524 2 06 33 5 003,Amaw
C-NAR-33-005,524 2 06 33 5 027,Babuain
C-NAR-33-006,524 2 06 33 5 004,Bachhanpurwa
C-NAR-33-007,524 2 06 33 5 064,Badka Phulbariya
C-NAR-33-008,524 2 06 33 5 051,Bagahi
C-NAR-33-009,524 2 06 33 5 083,Bahuari
C-NAR-33-010,524 2 06 33 5 055,Balrampur
C-NAR-33-011,524 2 06 33 5 054,Bodhaban
C-NAR-33-012,524 2 06 33 5 097,Banjariya
C-NAR-33-013,524 2 06 33 5 072,Barainiya
C-NAR-33-014,524 2 06 33 5 036,Bariyarpur
C-NAR-33-015,524 2 06 33 5 065,Basatapur
C-NAR-33-016,524 2 06 33 5 073,Batara
C-NAR-33-017,524 2 06 33 5 046,Beldari
C-NAR-33-018,524 2 06 33 5 047,Banauli
C-NAR-33-019,524 2 06 33 5 009,Bhagawanpur
C-NAR-33-020,524 2 06 33 5 074,Bhaluhi Bharbaliya
C-NAR-33-021,524 2 06 33 5 001,Bharatganj Sigaul
C-NAR-33-022,524 2 06 33 5 084,Bhatauda
C-NAR-33-023,524 2 06 33 5 056,Bhodaha
C-NAR-33-024,524 2 06 33 5 075,Bishrampur
C-NAR-33-025,524 2 06 33 5 048,Bisunupur
C-NAR-33-026,524 2 06 33 5 010,Bisunpurwa
C-NAR-33-027,524 2 06 33 5 085,Buniyad
C-NAR-33-028,524 2 06 33 5 086,Chhatapipra
C-NAR-33-029,524 2 06 33 5 076,Chhatawa
C-NAR-33-030,524 2 06 33 5 028,Dahiyar
C-NAR-33-031,524 2 06 33 5 019,Devapur
C-NAR-33-032,524 2 06 33 5 077,Dharamnagar
C-NAR-33-033,524 2 06 33 5 057,Dohari
C-NAR-33-034,524 2 06 33 5 061,Dhumbana
C-NAR-33-035,524 2 06 33 5 063,Phattepur
C-NAR-33-036,524 2 06 33 5 043,Gadahal
C-NAR-33-037,524 2 06 33 5 029,Ganjbhawanipur
C-NAR-33-038,524 2 06 33 5 020,Golganj
C-NAR-33-039,524 2 06 33 5 030,Haraiya
C-NAR-33-040,524 2 06 33 5 066,Hardiya
C-NAR-33-041,524 2 06 33 5 021,Hariharpur
C-NAR-33-042,524 2 06 33 5 011,Enarwamal
C-NAR-33-043,524 2 06 33 5 095,Inarwasira
C-NAR-33-044,524 2 06 33 5 078,Itiyahi
C-NAR-33-045,524 2 06 33 5 067,Jhitakaiya (Dakshin)
C-NAR-33-046,524 2 06 33 5 058,Jhitakaiya (Uttar)
C-NAR-33-047,524 2 06 33 5 096,Jitpur 
C-NAR-33-048,524 2 06 33 5 052,Kabahigoth
C-NAR-33-049,524 2 06 33 5 032,Kabahijabdi
C-NAR-33-050,524 2 06 33 5 022,Kachorwa
C-NAR-33-051,524 2 06 33 5 037,Kakadi
C-NAR-33-052,524 2 06 33 3 001,Kalaiya Municipality
C-NAR-33-053,524 2 06 33 5 031,Karaiya
C-NAR-33-054,524 2 06 33 5 012,Khopuwa
C-NAR-33-055,524 2 06 33 5 094,Amlekhganj
C-NAR-33-056,524 2 06 33 5 005,Kolhabi
C-NAR-33-057,524 2 06 33 5 044,Kudawa
C-NAR-33-058,524 2 06 33 5 013,Lakshmipur Kotwali
C-NAR-33-059,524 2 06 33 5 088,Lipanimal
C-NAR-33-060,524 2 06 33 5 033,Madhurijabdi
C-NAR-33-061,524 2 06 33 5 014,Mahendra
C-NAR-33-062,524 2 06 33 5 059,Maheshpur
C-NAR-33-063,524 2 06 33 5 068,Majhariya
C-NAR-33-064,524 2 06 33 5 062,Manharwa
C-NAR-33-065,524 2 06 33 5 079,Matiarwa
C-NAR-33-066,524 2 06 33 5 089,Motisar
C-NAR-33-067,524 2 06 33 5 045,Narahi
C-NAR-33-068,524 2 06 33 5 002,Nijgadh
C-NAR-33-069,524 2 06 33 5 049,Pakadiya (Chikani)
C-NAR-33-070,524 2 06 33 5 087,Khutawa Jabdi
C-NAR-33-071,524 2 06 33 5 023,Paterwa
C-NAR-33-072,524 2 06 33 5 060,Patharhati
C-NAR-33-073,524 2 06 33 5 015,Pathara
C-NAR-33-074,524 2 06 33 5 080,Pheta
C-NAR-33-075,524 2 06 33 5 098,Pipra Simara
C-NAR-33-076,524 2 06 33 5 034,Piparabirta
C-NAR-33-077,524 2 06 33 5 050,Piparpati Dui
C-NAR-33-078,524 2 06 33 5 016,Pipara Basantapur
C-NAR-33-079,524 2 06 33 5 070,Piparadhigoth
C-NAR-33-080,524 2 06 33 5 090,Parsauni
C-NAR-33-081,524 2 06 33 5 038,Prasauna
C-NAR-33-082,524 2 06 33 5 091,Prastoka
C-NAR-33-083,524 2 06 33 5 053,Parashurampur
C-NAR-33-084,524 2 06 33 5 081,Purainiya
C-NAR-33-085,524 2 06 33 5 082,Raghunathpur
C-NAR-33-086,524 2 06 33 5 092,Rampur (Tokani)
C-NAR-33-087,524 2 06 33 5 006,Rampurwa
C-NAR-33-088,524 2 06 33 5 026,Ratanpur
C-NAR-33-089,524 2 06 33 5 071,Rauwahi
C-NAR-33-090,524 2 06 33 5 007,Sapahi
C-NAR-33-091,524 2 06 33 5 024,Shrinagar Bairiya
C-NAR-33-092,524 2 06 33 5 039,Sihorwa
C-NAR-33-093,524 2 06 33 5 008,Singhasani
C-NAR-33-094,524 2 06 33 5 093,Sisahaniya
C-NAR-33-095,524 2 06 33 5 017,Tedhakatti
C-NAR-33-096,524 2 06 33 5 035,Telkuwa
C-NAR-33-097,524 2 06 33 5 040,Tetariya
C-NAR-33-098,524 2 06 33 5 025,Uchidiha
C-NAR-33-099,524 2 06 33 5 041,Umajan
C-NAR-34-001,524 2 06 34 5 013,Alau
C-NAR-34-002,524 2 06 34 5 011,Amarpatti
C-NAR-34-003,524 2 06 34 5 052,Auraha
C-NAR-34-004,524 2 06 34 5 002,Bagahi
C-NAR-34-005,524 2 06 34 5 029,Bagbanna
C-NAR-34-006,524 2 06 34 5 024,Bageshwari Titarauna
C-NAR-34-007,524 2 06 34 5 019,Bahuari Pidari
C-NAR-34-008,524 2 06 34 5 031,Bahuarwa Bhatha
C-NAR-34-009,524 2 06 34 5 022,Basadilwa
C-NAR-34-010,524 2 06 34 5 042,Basantapur
C-NAR-34-011,524 2 06 34 5 010,Belwapersene
C-NAR-34-012,524 2 06 34 5 015,Bairiyabirta (Nau.Ta.Ja.)
C-NAR-34-013,524 2 06 34 5 034,Bairiyanbirta (Wa.Pu.)
C-NAR-34-014,524 2 06 34 5 006,Bhawanipur
C-NAR-34-015,524 2 06 34 5 048,Bhedihari
C-NAR-34-016,524 2 06 34 5 061,Bhiswa
C-NAR-34-017,524 2 06 34 5 074,Bijbaniya
C-NAR-34-018,524 2 06 34 5 012,Bindabasini
C-NAR-34-019,524 2 06 34 5 047,Biranchibarwa
C-NAR-34-020,524 2 06 34 2 001,Birgunj Sub Metropolitan
C-NAR-34-021,524 2 06 34 5 023,Biruwaguthi
C-NAR-34-022,524 2 06 34 5 032,Bishrampur
C-NAR-34-023,524 2 06 34 5 009,Chorni
C-NAR-34-024,524 2 06 34 5 054,Deurbana
C-NAR-34-025,524 2 06 34 5 065,Dhobini
C-NAR-34-026,524 2 06 34 5 041,Dhore
C-NAR-34-027,524 2 06 34 5 056,Gadi
C-NAR-34-028,524 2 06 34 5 017,Gamhariya
C-NAR-34-029,524 2 06 34 5 069,Pipra Ghoddaud 
C-NAR-34-030,524 2 06 34 5 036,Govindapur
C-NAR-34-031,524 2 06 34 5 067,Hariharpur
C-NAR-34-032,524 2 06 34 5 045,Hariharpur Birta
C-NAR-34-033,524 2 06 34 5 004,Harpatganj
C-NAR-34-034,524 2 06 34 5 025,Harpur
C-NAR-34-035,524 2 06 34 5 073,Jaganathpur
C-NAR-34-036,524 2 06 34 5 063,Jayamangalapur
C-NAR-34-037,524 2 06 34 5 072,Janakitola
C-NAR-34-038,524 2 06 34 5 077,Jitpur
C-NAR-34-039,524 2 06 34 5 026,Jhauwaguthi
C-NAR-34-040,524 2 06 34 5 060,Kauwaban Kataiya
C-NAR-34-041,524 2 06 34 5 050,Lahabarthakari
C-NAR-34-042,524 2 06 34 5 051,Lakhanpur
C-NAR-34-043,524 2 06 34 5 007,Lalparsa
C-NAR-34-044,524 2 06 34 5 066,Langadi
C-NAR-34-045,524 2 06 34 5 008,Lipanibirta
C-NAR-34-046,524 2 06 34 5 027,Madhuban Mathaul
C-NAR-34-047,524 2 06 34 5 078,Mahadevpatti
C-NAR-34-048,524 2 06 34 5 053,Mahuwan
C-NAR-34-049,524 2 06 34 5 040,Pakahamainpur
C-NAR-34-050,524 2 06 34 5 005,Maniyari
C-NAR-34-051,524 2 06 34 5 071,Masihani
C-NAR-34-052,524 2 06 34 5 070,Bhikhampur
C-NAR-34-053,524 2 06 34 5 064,Mirjapur
C-NAR-34-054,524 2 06 34 5 044,Mudali
C-NAR-34-055,524 2 06 34 5 030,Nagardaha
C-NAR-34-056,524 2 06 34 5 055,Nichuta
C-NAR-34-057,524 2 06 34 5 081,Nirmalbasti
C-NAR-34-058,524 2 06 34 5 021,Pancharukhi
C-NAR-34-059,524 2 06 34 5 003,Parsauni Birta
C-NAR-34-060,524 2 06 34 5 039,Parsauni Bhatha
C-NAR-34-061,524 2 06 34 5 075,Pidariguthi
C-NAR-34-062,524 2 06 34 5 043,Pokhariya
C-NAR-34-063,524 2 06 34 5 046,Parashurampur
C-NAR-34-064,524 2 06 34 5 001,Ramgadhawa
C-NAR-34-065,524 2 06 34 5 037,Ramnagari
C-NAR-34-066,524 2 06 34 5 049,Sabaithawa
C-NAR-34-067,524 2 06 34 5 028,Sakhuwa Prasauni
C-NAR-34-068,524 2 06 34 5 068,Samjhauta
C-NAR-34-069,524 2 06 34 5 059,Shankarsaraiya
C-NAR-34-070,524 2 06 34 5 079,Sedhwa
C-NAR-34-071,524 2 06 34 5 033,Patwaritolabarwa
C-NAR-34-072,524 2 06 34 5 020,Sirsiya 
C-NAR-34-073,524 2 06 34 5 058,Sonbarsa
C-NAR-34-074,524 2 06 34 5 035,Sirsiya
C-NAR-34-075,524 2 06 34 5 080,Subarnapur
C-NAR-34-076,524 2 06 34 5 014,Sugauli Birta
C-NAR-34-077,524 2 06 34 5 057,Paterwa Sugauli
C-NAR-34-078,524 2 06 34 5 076,Supauli
C-NAR-34-079,524 2 06 34 5 038,Surjaha
C-NAR-34-080,524 2 06 34 5 082,Thori
C-NAR-34-081,524 2 06 34 5 062,Tulsibarwa
C-NAR-34-082,524 2 06 34 5 016,Udayapur Ghurmi
C-NAR-34-083,524 2 06 34 5 018,Bhauaratar
C-NAR-34-084,524 2 06 34 9 001,Parsa Wildlife Reserve
C-NAR-35-001,524 2 06 35 5 036,Ayodhyapuri
C-NAR-35-002,524 2 06 35 5 013,Bachhauli
C-NAR-35-003,524 2 06 35 5 034,Baghauda
C-NAR-35-004,524 2 06 35 5 005,Bhandara
C-NAR-35-005,524 2 06 35 3 001,Bharatpur Municipality
C-NAR-35-006,524 2 06 35 5 009,Birendranagar
C-NAR-35-007,524 2 06 35 5 008,Chainpur
C-NAR-35-008,524 2 06 35 5 023,Chandibhanjyang
C-NAR-35-009,524 2 06 35 5 014,Dahakhani
C-NAR-35-010,524 2 06 35 5 024,Darechok
C-NAR-35-011,524 2 06 35 5 025,Divyanagar
C-NAR-35-012,524 2 06 35 5 017,Narayanpur (Fulbari)
C-NAR-35-013,524 2 06 35 5 033,Gardi
C-NAR-35-014,524 2 06 35 5 030,Gitanagar
C-NAR-35-015,524 2 06 35 5 026,Gunjanagar
C-NAR-35-016,524 2 06 35 5 032,Jagatpur
C-NAR-35-017,524 2 06 35 5 020,Jutpani
C-NAR-35-018,524 2 06 35 5 015,Kabilas
C-NAR-35-019,524 2 06 35 5 006,Kathar
C-NAR-35-020,524 2 06 35 5 022,Kaule
C-NAR-35-021,524 2 06 35 5 010,Khairhani
C-NAR-35-022,524 2 06 35 5 002,Korak
C-NAR-35-023,524 2 06 35 5 012,Kumroj
C-NAR-35-024,524 2 06 35 5 003,Lothar
C-NAR-35-025,524 2 06 35 5 035,Kalyanpur
C-NAR-35-026,524 2 06 35 5 016,Mangalpur
C-NAR-35-027,524 2 06 35 5 027,Meghauli
C-NAR-35-028,524 2 06 35 5 011,Padampur
C-NAR-35-029,524 2 06 35 5 029,Parvatipur
C-NAR-35-030,524 2 06 35 5 031,Patihani
C-NAR-35-031,524 2 06 35 5 004,Piple
C-NAR-35-032,524 2 06 35 5 007,Pithuwa
C-NAR-35-033,524 2 06 35 3 002,Ratnanagar Municipality
C-NAR-35-034,524 2 06 35 5 018,Sharadanagar
C-NAR-35-035,524 2 06 35 5 021,Shaktikhor
C-NAR-35-036,524 2 06 35 5 019,Shivanagar
C-NAR-35-037,524 2 06 35 5 001,Siddhi
C-NAR-35-038,524 2 06 35 5 028,Shukranagar
C-NAR-35-039,524 2 06 35 9 001,Royal chitwan National Park
E-KOS-05-001,524 1 02 05 5 032,Amahivariyati
E-KOS-05-002,524 1 02 05 5 011,Amardaha
E-KOS-05-003,524 1 02 05 5 004,Amgachi
E-KOS-05-004,524 1 02 05 5 025,Babiyabirta
E-KOS-05-005,524 1 02 05 5 021,Bahuni
E-KOS-05-006,524 1 02 05 5 061,Vaijanathpur
E-KOS-05-007,524 1 02 05 5 060,Vanigama
E-KOS-05-008,524 1 02 05 5 005,Bardaga
E-KOS-05-009,524 1 02 05 5 023,Bayarwan
E-KOS-05-010,524 1 02 05 5 041,Belbari
E-KOS-05-011,524 1 02 05 5 051,Bhaudaha
E-KOS-05-012,524 1 02 05 5 038,Bhogteni
E-KOS-05-013,524 1 02 05 2 001,Biratnagar Sub Metropolitan
E-KOS-05-014,524 1 02 05 5 055,Budhanagar
E-KOS-05-015,524 1 02 05 5 027,Dadarbairiya
E-KOS-05-016,524 1 02 05 5 003,Daaeniya
E-KOS-05-017,524 1 02 05 5 042,Dangihaat
E-KOS-05-018,524 1 02 05 5 058,Dangraha
E-KOS-05-019,524 1 02 05 5 026,Darbesa
E-KOS-05-020,524 1 02 05 5 046,Dulari
E-KOS-05-021,524 1 02 05 5 009,Gobindapur
E-KOS-05-022,524 1 02 05 5 044,Haraincha
E-KOS-05-023,524 1 02 05 5 012,Hasandaha
E-KOS-05-024,524 1 02 05 5 059,Hathimudha
E-KOS-05-025,524 1 02 05 5 024,Hoklawari
E-KOS-05-026,524 1 02 05 5 048,Indrapur
E-KOS-05-027,524 1 02 05 5 010,Itahara
E-KOS-05-028,524 1 02 05 5 019,Jate
E-KOS-05-029,524 1 02 05 5 062,Jhorahat
E-KOS-05-030,524 1 02 05 5 006,Jhurkiya
E-KOS-05-031,524 1 02 05 5 043,Kashini
E-KOS-05-032,524 1 02 05 5 052,Katahari
E-KOS-05-033,524 1 02 05 5 028,Kadmaha
E-KOS-05-034,524 1 02 05 5 039,Kerabari
E-KOS-05-035,524 1 02 05 5 022,Keraun
E-KOS-05-036,524 1 02 05 5 063,Lakhantari
E-KOS-05-037,524 1 02 05 5 040,Letang
E-KOS-05-038,524 1 02 05 5 017,Madhumalla
E-KOS-05-039,524 1 02 05 5 007,Mahadewa
E-KOS-05-040,524 1 02 05 5 054,Majhare
E-KOS-05-041,524 1 02 05 5 053,Mathigachha
E-KOS-05-042,524 1 02 05 5 049,Motipur
E-KOS-05-043,524 1 02 05 5 045,Mrigauliya
E-KOS-05-044,524 1 02 05 5 031,Nocha
E-KOS-05-045,524 1 02 05 5 014,Pathari
E-KOS-05-046,524 1 02 05 5 036,Patigaun
E-KOS-05-047,524 1 02 05 5 030,Pokhariya
E-KOS-05-048,524 1 02 05 5 015,Rajghat
E-KOS-05-049,524 1 02 05 5 020,Ramitekhola
E-KOS-05-050,524 1 02 05 5 001,Rangoli
E-KOS-05-051,524 1 02 05 5 013,Shanishchare
E-KOS-05-052,524 1 02 05 5 065,Sidraha
E-KOS-05-053,524 1 02 05 5 008,Sijuwa
E-KOS-05-054,524 1 02 05 5 035,Singhdevi
E-KOS-05-055,524 1 02 05 5 057,Sisbani Badhara
E-KOS-05-056,524 1 02 05 5 029,Sisvani Jahada
E-KOS-05-057,524 1 02 05 5 033,Sorabhag
E-KOS-05-058,524 1 02 05 5 047,Sundarpur
E-KOS-05-059,524 1 02 05 5 002,Takuwa
E-KOS-05-060,524 1 02 05 5 018,Tandi
E-KOS-05-061,524 1 02 05 5 056,Tankisinuwari
E-KOS-05-062,524 1 02 05 5 064,Tetaria
E-KOS-05-063,524 1 02 05 5 050,Thalaha
E-KOS-05-064,524 1 02 05 5 016,Urlawari
E-KOS-05-065,524 1 02 05 5 034,Barangi
E-KOS-05-066,524 1 02 05 5 037,Yangsila
E-KOS-06-001,524 1 02 06 5 036,Ekamba
E-KOS-06-002,524 1 02 06 5 020,Amaduba
E-KOS-06-003,524 1 02 06 5 019,Amahibela
E-KOS-06-004,524 1 02 06 5 035,Aurabani
E-KOS-06-005,524 1 02 06 5 028,Babiyabirta
E-KOS-06-006,524 1 02 06 5 006,Bakloura
E-KOS-06-007,524 1 02 06 5 001,Baraha Chhetra
E-KOS-06-008,524 1 02 06 5 045,Bashntapur
E-KOS-06-009,524 1 02 06 5 024,Bhadgaun Sinuwari
E-KOS-06-010,524 1 02 06 5 014,Bhaluwa
E-KOS-06-011,524 1 02 06 5 004,Bharaul
E-KOS-06-012,524 1 02 06 5 038,Bhokraha
E-KOS-06-013,524 1 02 06 5 002,Vishnupaduka
E-KOS-06-014,524 1 02 06 5 027,Chandbela
E-KOS-06-015,524 1 02 06 5 015,Chhitaha
E-KOS-06-016,524 1 02 06 5 017,Chimdi
E-KOS-06-017,524 1 02 06 5 032,Dewangunj
E-KOS-06-018,524 1 02 06 3 001,Dharan Municipality
E-KOS-06-019,524 1 02 06 5 047,Dhuskighat
E-KOS-06-020,524 1 02 06 5 011,Duhavi
E-KOS-06-021,524 1 02 06 5 049,Dumraha
E-KOS-06-022,524 1 02 06 5 031,Gautampur
E-KOS-06-023,524 1 02 06 5 007,Hansposa
E-KOS-06-024,524 1 02 06 5 046,Harinagar
E-KOS-06-025,524 1 02 06 5 042,Shreeharipur
E-KOS-06-026,524 1 02 06 3 003,Inarwa Municipality
E-KOS-06-027,524 1 02 06 3 002,Itahari Municipality
E-KOS-06-028,524 1 02 06 5 029,Jalpapur
E-KOS-06-029,524 1 02 06 5 033,Kaptangunj
E-KOS-06-030,524 1 02 06 5 008,Khanar
E-KOS-06-031,524 1 02 06 5 040,Lokahi
E-KOS-06-032,524 1 02 06 5 009,Madhali
E-KOS-06-033,524 1 02 06 5 026,Madhesa
E-KOS-06-034,524 1 02 06 5 037,Madhuban
E-KOS-06-035,524 1 02 06 5 025,Madhyaharshahi
E-KOS-06-036,524 1 02 06 5 005,Mahendranagar
E-KOS-06-037,524 1 02 06 5 043,Narshigha
E-KOS-06-038,524 1 02 06 5 023,Pakali
E-KOS-06-039,524 1 02 06 5 003,Panchakanya
E-KOS-06-040,524 1 02 06 5 039,Kusahapaschim
E-KOS-06-041,524 1 02 06 5 048,Prakashpur
E-KOS-06-042,524 1 02 06 5 016,Purba Kusahha
E-KOS-06-043,524 1 02 06 5 018,Ramgunjbelgachhiya
E-KOS-06-044,524 1 02 06 5 021,Sinwari Rajgunj
E-KOS-06-045,524 1 02 06 5 044,Ramnagar Bhutaha
E-KOS-06-046,524 1 02 06 5 034,Shahebgunj
E-KOS-06-047,524 1 02 06 5 030,Satterjhora
E-KOS-06-048,524 1 02 06 5 012,Simaria
E-KOS-06-049,524 1 02 06 5 022,Singiya
E-KOS-06-050,524 1 02 06 5 010,Sonapur
E-KOS-06-051,524 1 02 06 5 041,Shreepurjavdi
E-KOS-06-052,524 1 02 06 5 013,Tanmuna
E-KOS-06-053,524 1 02 06 9 001,Koshi Tappu Wildlife Reserve
E-KOS-07-001,524 1 02 07 5 002,Aahale
E-KOS-07-002,524 1 02 07 5 016,Aakhi Salla
E-KOS-07-003,524 1 02 07 5 022,Jeetpur
E-KOS-07-004,524 1 02 07 5 012,Bashantatar
E-KOS-07-005,524 1 02 07 5 001,Belhara
E-KOS-07-006,524 1 02 07 5 017,Bhirgaun
E-KOS-07-007,524 1 02 07 5 007,Bodhe
E-KOS-07-008,524 1 02 07 5 013,Budhbare
E-KOS-07-009,524 1 02 07 5 004,Bhudhemorang
E-KOS-07-010,524 1 02 07 5 025,Chanuwa
E-KOS-07-011,524 1 02 07 5 035,Chintang
E-KOS-07-012,524 1 02 07 5 033,Chungbang
E-KOS-07-013,524 1 02 07 5 008,Dadhabazaar
E-KOS-07-014,524 1 02 07 5 026,Dadhagaun
E-KOS-07-015,524 1 02 07 3 001,Dhankuta Municipality
E-KOS-07-016,524 1 02 07 5 006,Phakshiwo
E-KOS-07-017,524 1 02 07 5 032,Phalate
E-KOS-07-018,524 1 02 07 5 029,Ghorlikharka
E-KOS-07-019,524 1 02 07 5 021,Hattikharka
E-KOS-07-020,524 1 02 07 5 034,Khoku
E-KOS-07-021,524 1 02 07 5 009,Khuwafok
E-KOS-07-022,524 1 02 07 5 014,Kuruletenupa
E-KOS-07-023,524 1 02 07 5 027,Leguwa
E-KOS-07-024,524 1 02 07 5 005,Mahabharat
E-KOS-07-025,524 1 02 07 5 028,Marek Katahare
E-KOS-07-026,524 1 02 07 5 010,Monabhudhuk
E-KOS-07-027,524 1 02 07 5 015,Mudhebaas
E-KOS-07-028,524 1 02 07 5 030,Muga
E-KOS-07-029,524 1 02 07 5 023,Murtidhunga
E-KOS-07-030,524 1 02 07 5 031,Pakhribash
E-KOS-07-031,524 1 02 07 5 018,Parewadin
E-KOS-07-032,524 1 02 07 5 011,Rajarani
E-KOS-07-033,524 1 02 07 5 024,Saanyea
E-KOS-07-034,524 1 02 07 5 019,Tankhuwa
E-KOS-07-035,524 1 02 07 5 020,Teliya
E-KOS-07-036,524 1 02 07 5 003,Bhedetar
E-KOS-08-001,524 1 02 08 5 001,Aabung
E-KOS-08-002,524 1 02 08 5 013,Aangdim
E-KOS-08-003,524 1 02 08 5 009,Basantapur
E-KOS-08-004,524 1 02 08 5 024,Chatedhunga
E-KOS-08-005,524 1 02 08 5 021,Chuhandadha
E-KOS-08-006,524 1 02 08 5 010,Dankpa
E-KOS-08-007,524 1 02 08 5 027,Esabu
E-KOS-08-008,524 1 02 08 5 026,Ewa
E-KOS-08-009,524 1 02 08 5 014,Hamarjhung
E-KOS-08-010,524 1 02 08 5 025,Hawaku
E-KOS-08-011,524 1 02 08 5 018,Jaljale
E-KOS-08-012,524 1 02 08 5 005,Jirikhimti
E-KOS-08-013,524 1 02 08 5 028,Khamlalung
E-KOS-08-014,524 1 02 08 5 030,Morahang
E-KOS-08-015,524 1 02 08 5 002,Myanglung
E-KOS-08-016,524 1 02 08 5 015,Okhre
E-KOS-08-017,524 1 02 08 5 019,Oyakjhung
E-KOS-08-018,524 1 02 08 5 016,Panchakanyapokhari
E-KOS-08-019,524 1 02 08 5 017,Phakchamara
E-KOS-08-020,524 1 02 08 5 011,Phulake
E-KOS-08-021,524 1 02 08 5 006,Piple
E-KOS-08-022,524 1 02 08 5 031,Pawthak
E-KOS-08-023,524 1 02 08 5 003,Sabla
E-KOS-08-024,524 1 02 08 5 029,Samdru
E-KOS-08-025,524 1 02 08 5 022,Sankrantibazaar
E-KOS-08-026,524 1 02 08 5 032,Srijung
E-KOS-08-027,524 1 02 08 5 020,Simle
E-KOS-08-028,524 1 02 08 5 007,Solma
E-KOS-08-029,524 1 02 08 5 012,Sudap
E-KOS-08-030,524 1 02 08 5 008,Sungnam
E-KOS-08-031,524 1 02 08 5 004,Tamphula
E-KOS-08-032,524 1 02 08 5 023,Thoklung
E-KOS-09-001,524 1 02 09 5 021,Aakhibhuie
E-KOS-09-002,524 1 02 09 5 015,Bharabishebazaar
E-KOS-09-003,524 1 02 09 5 006,Bala
E-KOS-09-004,524 1 02 09 5 020,Bana
E-KOS-09-005,524 1 02 09 5 031,Baneshwor
E-KOS-09-006,524 1 02 09 5 032,Chainpur
E-KOS-09-007,524 1 02 09 5 011,Cheapuwa
E-KOS-09-008,524 1 02 09 5 016,Dhupu
E-KOS-09-009,524 1 02 09 5 001,Diding
E-KOS-09-010,524 1 02 09 5 012,Hatiya
E-KOS-09-011,524 1 02 09 5 019,Jaljala
E-KOS-09-012,524 1 02 09 5 013,Kimathanka
E-KOS-09-013,524 1 02 09 3 001,Khandbari Municipality
E-KOS-09-014,524 1 02 09 5 033,Kharang
E-KOS-09-015,524 1 02 09 5 027,Madi Mulkharka
E-KOS-09-016,524 1 02 09 5 028,Madirambeni
E-KOS-09-017,524 1 02 09 5 007,Makalu
E-KOS-09-018,524 1 02 09 5 029,Mamling
E-KOS-09-019,524 1 02 09 5 003,Mangtewa
E-KOS-09-020,524 1 02 09 5 017,Matshyapokhari
E-KOS-09-021,524 1 02 09 5 023,Mawadin
E-KOS-09-022,524 1 02 09 5 008,Noom
E-KOS-09-023,524 1 02 09 5 024,Noondhaki
E-KOS-09-024,524 1 02 09 5 009,Pathibhara
E-KOS-09-025,524 1 02 09 5 014,Pawakhola
E-KOS-09-026,524 1 02 09 5 018,Shavapokhari
